IPC maingroup,Label
G09F-019,기타 광고/표시수단
G09F-021,이동 기반 시각적 광고
G09F-023,특수 물품 설치 기반 광고
G09F-025,청각 광고
G09F-027,시청각 결합 광고
G09F-003,라벨/꼬리표 기반 지시수단
G09F-005,견본표시수단
G09F-007,사인/명찰/패널/보드
G09F-009,가변정보용 표시장치
G09G-001,음극선관 표시기 제어장치
G09G-003,가시적 표시기용 제어장치/회로
G09G-005,음극선관표시기 기반 회로
G10B-001,오르간/풍금
G10B-003,오르간 세부/부속품
G10C-001,피아노/하프시코드
G10C-003,피아노 세부/부속품
G10C-005,피아노 기타악기 조합
G10C-009,기타 피아노용 공구/방법
G10D-001,현악기 일반구조
G10D-011,아코디언
G10D-013,타악기
G10D-015,기타악기 조합
G10D-017,에오리언 하아프
G10D-003,현악기 세부/부속품
G10D-007,기명악기 일반구조
G10D-009,관악기 세부/부속품
G10D-099,기타 악기
G10F-001,자동악기
G10F-003,건반악기용 자동 독립 연주장치
G10F-005,자동악기 세부/부속품
G10G-001,음악 표현 수단
G10G-003,기보법 형식 기반 음악 기록
G10G-005,악기용 지지구
G10G-007,기타 보조장치/부속품
G10H-001,전자악기 세부
G10H-003,전기기계적 음 발생 전자악기
G10H-005,전자적 음 발생 전자악기
G10H-007,음 데이터 합성 악기
G10K-001,공명체 기반 음 발생 장치
G10K-011,음 전달 장치
G10K-013,음 방사 코온 다이아프램
G10K-015,기타 음향
G10K-003,잡음발생장치
G10K-005,호루라기
G10K-007,사이렌
G10K-009,다이아프램 진동 기반 음 발생 장치
G10L-011,기타 음성/오디오 탐지
G10L-013,음성합성 문장 음성 발생장치
G10L-015,음성 인식
G10L-017,화자 인식/확인
G10L-019,여유치 감소용 음성/오디오 분석 기술
G10L-021,음성 신호 처리
G10L-023,기타 음성 분석
G10L-025,기타 음성 분석 기술
G10L-099,기타 음성 분석 기술 주제
G11B-011,기타 기록매체
G11B-013,선택적 기록매체
G11B-015,기록매체 구동/동작기능 제어
G11B-017,기록매체 안내 수단
G11B-019,기타 기록매체 지지체 제어
G11B-020,기록 비특징 신호처리/회로
G11B-021,기록 비특징 헤드 기구
G11B-023,재생장치 상호작용용 기록매체
G11B-025,기록매체 형태 기반 특징 장치
G11B-027,정보저장 장치 편집/색인
G11B-003,정보저장 장치 기계적 커팅
G11B-031,기록재생장치 연관 동작 배치
G11B-033,기타 정보저장 장치 세부
G11B-005,자화/비자화 기반 기록매체
G11B-007,광학적 수단 기반 기록매체
G11B-009,기타 방법 기반 기록매체 기록/재생
G11C-011,디지털 기억장치
G11C-013,기타 기억소자 사용 디지털 기억장치
G11C-014,전력 감소 백업 기반 디지털 기억장치
G11C-015,특징표시부분 탐색 기반 디지털 기억장치
G11C-016,소거가능 프로그램 기반 읽기 전용메모리
G11C-017,단일 프로그램 읽기전용 메모리
G11C-019,스텝 형식 이동 디지털 기억장치
G11C-021,정보 순환 기반 디지털 기억장치
G11C-023,기계적 부분 이동 기반 디지털 기억장치
G11C-025,액체 기반 디지털 기억장치
G11C-027,전기적 아날로그 기억장치
G11C-029,기억장치 테스트
G11C-005,기타 기억장치 세부
G11C-007,디지털 기억장치 정보 판독 장치
G11C-008,디지털 기억장치 어드레스 선택 장치
G11C-099,기타 반도체 장치
G12B-001,운동/변위 가능형 검지소자
G12B-011,검지소자 지시요소
G12B-013,검지소자 교정
G12B-015,검지소자 냉각
G12B-017,검지소자 차폐
G12B-021,차폐 탐사기술 사용 장치 세부
G12B-003,기타 기계 가동부 세부
G12B-005,기계 위치/자세 조정
G12B-007,기계 온도 영향 보상
G12B-009,기계 장치 하우징/지지
G16B-010,특정 용도용 정보통신기술
G16B-015,분자 구조 분석용 정보통신기술
G16B-020,기능 유전체학용 정보통신기술
G16B-025,하이브리드화용 정보통신기술
G16B-030,서열 분석용 정보통신기술
G16B-035,핵산 조합 라이브러리용 정보통신기술
G16B-040,생물 통계학용 정보통신기술
G16B-045,생물 정보학 데이터 시각화용 정보통신기술
G16B-005,시스템 생물학 모델링용 정보통신기술
G16B-050,생물 정보학용 정보통신기술
G16B-099,기타 생물정보학용 정보통신기술
G16C-010,컴퓨터 화학용 정보통신기술
G16C-020,화학 정보학용 정보통신기술
G16C-060,컴퓨터 재료 과학용 정보통신기술
G16C-099,기타 컴퓨터 화학용 정보통신기술
G16H-010,환자 데이터용 정보통신기술
G16H-015,의학적 레포트용 정보통신기술
G16H-020,치료용 정보통신기술
G16H-030,의료화상용 정보통신기술
G16H-040,헬스케어용 정보통신기술
G16H-050,의료 시뮬레이션용 정보통신기술
G16H-070,의료 참고자료 취급용 정보통신기술
G16H-080,의사/환자 커뮤니케이션용 정보통신기술
G16Y-010,경제 기반 사물인터넷
G16Y-020,사물 기반 수집 정보
G16Y-030,사물인터넷 인프라
G16Y-040,정보처리용 사물인터넷
G16Z-099,기타 정보 통신 기술
G21B-001,열핵융합로
G21B-003,저온 핵융합로
G21C-001,원자로
G21C-011,원자로 차폐
G21C-013,원자로 압력/격납용기
G21C-015,원자로 압력용기 냉각계
G21C-017,원자로 감시/시험
G21C-019,원자로내 보조 장치
G21C-021,원자로 부품 제조 장치/방법
G21C-023,실험/조사용 원자로 설비
G21C-003,핵연료/핵연료집합체
G21C-005,감속재/노심의 구조
G21C-007,핵반응 제어
G21C-009,원자로 긴급방호 구성요소
G21D-001,원전 구조
G21D-003,원전 제어
G21D-005,원전 터빈
G21D-007,원전 핵융합/핵분열 발전 구성
G21D-009,원전 발전 이외 다목적 구성
G21F-001,재료 기반 차폐
G21F-003,형태 기반 차폐
G21F-005,이송용 차폐용기
G21F-007,차폐 셀
G21F-009,제염장치
G21G-001,화학원소 변환장치/방사선원
G21G-004,방사선원
G21G-005,화학반응 기반 화학원소 변환
G21G-007,미분류 화학원소 변환
G21H-001,핵전지
G21H-003,방사선원 기반 에너지변환 장치
G21H-005,방사선원 유래 방사선 응용 장치
G21H-007,우주선 효과 이용
G21J-001,핵폭발 장치
G21J-003,평화적 이용 핵폭발 장치
G21J-005,핵폭발 탐지장치
G21K-001,방사선 취급장치
G21K-003,전리방사 필터
G21K-004,입사방사 공간분포 도시 변환 스크린
G21K-005,방사선 조사장치
G21K-007,감마선/엑스선 현미경
G99Z-099,G섹션 기반 미분류 주제
H01B-001,도전재료 기반 도체
H01B-011,통신케이블/도체
H01B-012,초전도체
H01B-013,도체/케이블 제조용 장치
H01B-015,케이블 재료 폐물이용 관련 장치
H01B-017,형태 특징 절연체
H01B-019,애자/절연물체 제조용 장치/방법
H01B-003,절연재료 특징 절연체
H01B-005,형태 특징 비절연도체/도전물체
H01B-007,형태 특징 절연도체/케이블
H01B-009,전력케이블
H01C-001,저항기 세부
H01C-010,가조정저항기
H01C-011,비조정액체저항기
H01C-013,기타 저항기
H01C-017,저항기 제조 장치
H01C-003,와이어/띠 기반 비조정 금속저항기
H01C-007,다수 층/피복상 형성 비조정저항기
H01C-008,루즈 분말상/과립상 도체/비가조정저항기
H01F-001,자성재료 특징 자성체
H01F-010,자석박막
H01F-013,자화/감자 장치/공정
H01F-017,신호형태의 고정 인덕턴스
H01F-019,신호타입 고정 변성기/상호 인덕턴스
H01F-021,신호타입 가변 인덕턴스/변성기
H01F-027,일반적 변성기/인덕턴스 
H01F-029,기타 가변 변성기/인덕턴스
H01F-003,코어/요크/전기자
H01F-030,기타 고정 변성기
H01F-036,초전도 권선 포함 변성기
H01F-037,기타 고정 인덕턴스
H01F-038,특정 기능용 변성기/인덕턴스
H01F-041,자석/인덕턴스/변압기 제조
H01F-005,코일
H01F-006,초전도 자석
H01F-007,자석
H01G-011,커페시터
H01G-013,콘덴서 제조 장치/방법
H01G-015,콘덴서 기타 소자 구조 조합 장치
H01G-017,콘덴서 전기 소자 구조 조합 장치
H01G-002,기타 콘덴서 세부 구조
H01G-004,고정콘덴서
H01G-005,기계적 수단 기반 용량 변동 콘덴서
H01G-007,비기계적 수단 기반 용량 변동 콘덴서
H01G-009,전해콘덴서
H01H-001,스위치 접점
H01H-011,스위치 제조 장치/방법
H01H-013,직선 가동 조작 스위치
H01H-015,역방향 직선 가동 조작 스위치
H01H-017,인장용 가환조작 스위치
H01H-019,외력 조작 스위치
H01H-021,외력 기반 회전 스위치
H01H-023,요동 조작 스위치
H01H-025,복합 요동 조작 스위치
H01H-027,착탈 조작 스위치
H01H-029,액체접점 스위치
H01H-003,스위치용 접점 조작 장치
H01H-031,기중차단 스위치
H01H-033,대전류 스위치
H01H-035,물리 조작 스위치
H01H-036,자계/전계 변화 기반 조작 스위치
H01H-037,열응동 스위치
H01H-039,전류 시동 및 폭발 작동 기반 스위치
H01H-041,수동조작 기반 연속동작 규정 스위치
H01H-043,시한 스위치
H01H-045,스위치용 계전기
H01H-047,스위치 계전기용 기타 회로장치
H01H-049,스위치용 계전기 제작 장치/방법
H01H-005,스위치용 연동장치
H01H-050,스위치용 전기계전기 세부 구조
H01H-051,스위치용 전자계전기
H01H-053,스위치용 동전효과 이용 계전기
H01H-055,스위치용 자왜계전기
H01H-057,스위치용 압전계전기
H01H-059,스위치용 정전계전기
H01H-061,스위치용 전기적 열동계전기
H01H-063,전기 조작 셀렉터 스위치 세부 구조
H01H-065,셀렉터 스위치 제조 장치/방법
H01H-067,전기 조작 셀렉터 스위치
H01H-069,스위치용 비상보호장치 제조 장치/방법
H01H-007,스위치 개폐 시한 장치
H01H-071,보호스위치
H01H-073,수동리셋 조작 과부하보호 스위치
H01H-075,동력리셋 조작 과부하보호 스위치
H01H-077,과전류 조작 과부하보호 스위치
H01H-079,과전류 기반 접점 폐합 보호 스위치
H01H-081,과전류 접점 폐합 보호 스위치
H01H-083,기타 이상상태 기반 조작 보호 스위치
H01H-085,가용 재료 변화 기반 전류 차단 보호 스위치
H01H-087,액체/고체 개재 기반 회로 차단 스위치
H01H-089,2종 조합 스위치
H01H-009,기타 스위치
H01J-001,전자관
H01J-011,가스입 방전관
H01J-013,액류음극 전자관 
H01J-015,가스상음극 가스입전자관
H01J-017,고체 음극 가스입전자관 
H01J-019,진공관 세부
H01J-021,진공관
H01J-023,주행시간형 전자관 세부
H01J-025,주행시간형 전자관
H01J-027,이온빔 관
H01J-029,기타 음극선관/전자빔관 세부
H01J-003,전자광학장치 세부
H01J-031,음극선관
H01J-033,전자/이온 제거 설비 방전관
H01J-035,X선관
H01J-037,방전 노출 물체 도입 설비 포함 전자관 
H01J-040,가스 전리 미포함 광전관 
H01J-041,가스 압력 측정 방전관
H01J-043,2차전자방출관
H01J-045,열전자 발생장치 작용 전자관
H01J-047,복사선 입자 존재 결정 관 
H01J-049,입자분광기
H01J-005,전자관 공통 세부
H01J-061,증기방전램프
H01J-063,음극선/전자류램프
H01J-065,그릇 내부 전극 미포함 램프
H01J-007,기타 전자관 세부
H01J-009,전자관 부품
H01J-099,기타 전자관 세부사항
H01K-001,백열램프 세부
H01K-011,도전 미가열 백열체 램프
H01K-013,비도전성 백열체 램프
H01K-003,백열램프 제조
H01K-005,일반 조명용 램프
H01K-007,일반 조명용 이외 램프
H01K-009,다중 백열체램프
H01L-021,반도체 장치
H01L-023,반도체 세부
H01L-025,복수 개별 반도체 조립체
H01L-027,공통기판내 형성 복수 반도체구성부품 장치
H01L-029,정류용 반도체 장치
H01L-031,전자기파 감응 반도체 장치
H01L-033,광 방출용 반도체 장치
H01L-035,이종 재료 접합 기반 열전장치
H01L-037,이종물질 접합 미포함 열전장치
H01L-039,초전도성 장치
H01L-041,압전 장치
H01L-043,전류 자기 효과 장치
H01L-045,정류/증폭/발진/스위칭 특별 적용 고체 장치
H01L-047,벌크부성 저항 효과 장치
H01L-049,기타 고체 장치
H01L-051,유기 재료 기반 고체 장치
H01M-010,2차전지
H01M-012,혼성 전지
H01M-014,기타 전기화학적 전류 발생 장치
H01M-016,전기화학적 발생장치 구조적 조합
H01M-002,발전요소 이외 부분 구조 세부
H01M-004,전극
H01M-050,기타 전기 화학적 전지 비활성 부품 세부
H01M-006,1차전지
H01M-008,연료전지
H01P-001,도파관형 보조장치
H01P-011,도파관 또는 도파관형 장치 제조 장치/방법
H01P-003,도파관형 전송선로
H01P-005,도파관형 결합장치
H01P-007,도파관형 공진기
H01P-009,도파관형 지연선로
H01Q-001,안테나 부속품
H01Q-011,도전성 방사소자 포함 안테나
H01Q-013,기타 방사용 장치 
H01Q-015,방사 전파 변조용 장치 
H01Q-017,방사 전파 취수 장치
H01Q-019,지향특정 부여장치
H01Q-021,안테나 배열
H01Q-023,회로 부착 안테나
H01Q-025,복수 방사패턴 안테나
H01Q-003,지향특성 변경 장치
H01Q-005,복수 주파대 안테나 작동장치
H01Q-007,루프안테나
H01Q-009,전기적 소형 안테나
H01R-101,1극 도전접속 결합장치
H01R-103,2극 도전접속 결합장치
H01R-105,3극 도전접속 결합장치
H01R-107,4극 도전접속 결합장치
H01R-011,복수 접속위치 포함 접속장치
H01R-012,인쇄회로용 전기접속부 구조
H01R-013,접속장치 부품
H01R-024,도전접속 결합장치
H01R-025,동일부품 공동용 접속부품
H01R-027,상이부품 공동용 접속부품
H01R-029,상이 회로 형성용 접속부품
H01R-003,기타 도전접속
H01R-031,상대부품 공동 기반 접속부품
H01R-033,지지용 결합장치
H01R-035,가요성/회전형 전선접속기
H01R-039,회전형 집전장치
H01R-004,직접접촉 기반 도전접속
H01R-041,비회전형 집전정치
H01R-043,집전장치 제조
H01R-009,절연 전기접속부
H01S-001,메이저
H01S-003,레이저
H01S-004,기타 전자기 방사 방출장치
H01S-005,반도체 레이저
H01T-001,스파크캡 세부
H01T-011,정류기전용 스파크갭
H01T-013,스파크플러그
H01T-014,기타 스파크갭
H01T-015,스파크갭용 회로
H01T-019,코로나방전발생장치
H01T-002,트리거수단포함 스파크갭
H01T-021,스파크 갭/플러그 제조장치
H01T-023,이온발생장치
H01T-004,스파크갭이용 과전압피뢰기
H01T-007,회전스파크갭
H01T-009,발진용 스파크갭
H02B-001,"전력의 발전, 변환, 배전 위한 장치"
H02B-011,전력 발전/변환/배전용 개폐장치
H02B-013,전력 발전/변환/배전용 스위치 포함 개폐장치
H02B-015,전력 발전/변환/배전용 중앙 제어 판
H02B-003,전력 발전/변환/배전용 배전반용 장치
H02B-005,전력 발전/변환/배전용 개방형 변전소
H02B-007,전력 발전/변환/배전용 폐쇄변전소
H02B-099,전력 발전/변환/배전용용 다른 장치
H02G-001,전기케이블 설치/보수/수리/탈착 장치
H02G-011,전기케이블 집전자
H02G-013,피뢰용 도체 설치 장치
H02G-015,전기케이블 부속품
H02G-003,건물/구조물/차량용 전기케이블 설치 장치
H02G-005,버스바 설치 장치
