IPC maingroup,Label
C08F-238,단일 알카인 함유 화합물 공중합체
C08F-024,단일 알켄 함유 및 산소 헤테로 고리 종결 불포화 지방족기 함유 화합물 호모중합체
C08F-240,탄화수소-광물유 공중합체
C08F-242,건성유-단량체 공중합체
C08F-244,쿠마론인덴 공중합체
C08F-246,소량 단량체 성질 기반 규정 공중합체
C08F-251,다당류-단량체 중합 기반 고분자 화합물
C08F-253,천연 고무-단량체 중합 기반 고분자 화합물
C08F-255,탄화수소 고분자-단량체 중합 기반 고분자 화합물
C08F-257,방향족 단량체 고분자-단량체 중합 기반 고분자 화합물
C08F-259,단량체 함유 할로겐 고분자-고분자 중합 기반 고분자 화합물
C08F-026,단일 알켄 함유 및 질소 종결 불포화 지방족기 함유 화합물 호모중합체
C08F-261,산소 함유 단량체 고분자-단량체 중합 기반 고분자 화합물
C08F-263,포화산 및 불포화 알코올 에스테르 고분자-단량체 중합 기반 고분자 화합물
C08F-265,불포화 모노카르복실산/유도체 고분자-단량체 중합 기반 고분자 화합물
C08F-267,불포화 폴리카르복실산/유도체 고분자-단량체 중합 기반 고분자 화합물
C08F-269,헤테로 고리 산소 함유 단량체 고분자-단량체 중합 기반 고분자 화합물
C08F-271,질소 함유 단량체 고분자-단량체 중합 기반 고분자 화합물
C08F-273,황 함유 단량체 고분자-단량체 중합 기반 고분자 화합물
C08F-275,인/셀레늄/텔루르/금속 함유 단량체 고분자-단량체 중합 기반 고분자 화합물
C08F-277,탄소 고리/헤테로 고리 함유 단량체 고분자-단량체 중합 기반 고분자 화합물
C08F-279,복수 알켄 함유 단량체 고분자-단량체 중합 기반 고분자 화합물
C08F-028,단일 알켄 함유 및 황 종결 불포화 지방족기 함유 화합물 호모중합체
C08F-281,알카인 함유 단량체 고분자-단량체 중합 기반 고분자 화합물
C08F-283,탄소-탄소 불포화 결합 미관여 반응 기반 고분자-단량체 중합 기반 고분자 화합물
C08F-285,기존 그래프트 고분자-고분자 중합 기반 고분자 화합물
C08F-287,블록 고분자-단량체 중합 기반 고분자 화합물
C08F-289,기타 고분자-단량체 중합 기반 고분자 화합물
C08F-290,불포화 지방족 말단/경기 도입 방식 변성 고분자-단량체 중합 기반 고분자 화합물
C08F-291,엘라스토머/헤테로 원자 함유 고분자 화합물-단량체 중합 기반 고분자 화합물
C08F-292,무기 재료-단량체 중합 기반 고분자 화합물
C08F-293,말단 결합 고분자 사슬 형성 가능 고분자 중합 기반 고분자 화합물
C08F-295,촉매 연속 사용 중합 기반 고분자 화합물
C08F-297,이온형/배위형 촉매 사용 연속 중합 기반 고분자 화합물
C08F-299,비고분자 단량체 부재하 탄소-탄소 불포화 결합 반응 관여 고분자 상호반응 기반 고분자 화합물
C08F-030,단일 알켄 함유 불포화 지방족기 및 인/셀레늄/텔루르/금속 함유 화합물 호모중합체
C08F-301,탄소-탄소 불포화 결합 미관여 고분자 화합물
C08F-032,알켄 함유 및 곁사슬 불포화 지방족기 미함유 고리 화합물 호모중합체
C08F-034,알켄 함유 헤테로 고리 및 곁사슬 불포화 지방족기 미함유 고리 화합물 호모중합체
C08F-036,복수 알켄 함유 불포화 지방족기 함유 화합물 호모중합체
C08F-038,알카인 함유 화합물 호모중합체
C08F-004,중합 촉매
C08F-006,탄소-탄소 불포화 결합 관여 고분자 화합물 중합 후처리
C08F-008,후처리 기반 탄소-탄소 불포화 결합 관여 고분자 화합물 화학적 변성
C08G-010,알데히드/케톤 방향족 탄화수소 축합 고분자
C08G-101,탄소-탄소 불포화 결합 미관여 반응 기반 고분자 화합물 발포체 제조
C08G-012,알데히드/케톤 내 질소 결합 수소 함유 화합물 축합 고분자
C08G-014,알데히드/케톤-방향족 탄화수소/질소 결합 수소 함유 화합물/타 단량체 축합 고분자 
C08G-016,알데히드/케톤-기타 단량체 축합 고분자
C08G-018,이소시안산염/이소티오시안산염 고분자 생성물
C08G-002,알데히드/케톤 부가중합체
C08G-004,알데히드/케톤-폴리알코올 축합 고분자 고리 내 -O-C-O-기 함유 헤테로 고리 산소 화합물 부가고분자
C08G-059,다중 에폭시기 함유 중축합물
C08G-006,알데히드/케톤 축합 고분자
C08G-061,고분자 주사슬 탄소-탄소 결합 형성 반응 기반 고분자 화합물
C08G-063,고분자 주사슬 카르복실산에스테르 결합 형성 반응 기반 고분자 화합물
C08G-064,고분자 주사슬 에스테르 결합 형성 반응 기반 고분자 화합물
C08G-065,고분자 주사슬 에테르 결합 형성 반응 기반 고분자 화합물
C08G-067,기타 산소 및 탄소 포함 결합 고분자 주사슬 형성 반응 기반 고분자 화합물
C08G-069,고분자 주사슬 카르복실산아미드 결합 형성 반응 기반 고분자 화합물
C08G-071,이소시안산염기 외 우레이드/우레탄 결합 형성 반응 기반 고분자 화합물
C08G-073,질소 포함 결합 형성 반응 기반 고분자 화합물
C08G-075,황 포함 결합 형성 반응 기반 고분자 화합물
C08G-077,규소 포함 결합 형성 반응 기반 고분자 화합물
C08G-079,규소/황/질소/탄소 외 원자 함유 결합 형성 반응 기반 고분자 화합물
C08G-008,알데히드/케톤 및 페놀 기반 축합 고분자
C08G-081,단량체 미사용 고분자 상호 반응 기반 고분자 화합물
C08G-083,기타 고분자 화합물
C08G-085,탄소-탄소 불포화 결합 미관여 반응 기반 화합물 일반 제조 공정
C08H-001,단백질 파생 고분자 물질
C08H-003,가황유
C08H-005,기타 천연 고분자 화합물
C08H-006,리그닌 기반 천연 고분자 화합물 유도체
C08H-007,리그닌 기반 고분자량 물품
C08H-008,리그노셀룰로스 기반 천연 고분자 화합물 유도체
C08H-099,천연 고분자 화합물 유도체 관련 기타 주제사항
C08J-011,폐기물 회수
C08J-003,고분자 물질 처리 방법
C08J-005,고분자 물질 포함 성형품 제조
C08J-007,고분자 소재 물품 화학적 처리
C08J-009,다공성 물품 제조용 고분자 물질 처리
C08J-099,다공성 물품 제조용 고분자 물질 처리 관련 기타사항
C08K-011,미지 구조 배합성분 사용
C08K-013,기타 배합성분 사용
C08K-003,무기 배합성분 사용
C08K-005,유기 배합성분 사용
C08K-007,형상 특징 배합 성분 사용
C08K-009,전처리 배합 성분 사용
C08L-001,셀룰로오스 조성물
C08L-101,불특정 고분자 화합물 조성물
C08L-011,클로로프렌 호모중합체 조성물
C08L-013,카르복실기 함유 고무 조성물
C08L-015,고무 유도체 조성물
C08L-017,재생 고무 조성물
C08L-019,기타 고무 조성물
C08L-021,미특정 고무 조성물
C08L-023,단일 알켄 함유 불포화 지방족 탄화수소 호모중합체 조성물
C08L-025,단일 알켄 함유 방향족 탄소 고리 종결 불포화 지방족 호모중합체 조성물
C08L-027,단일 알켄 함유 할로겐 종결 불포화 지방족 호모중합체 조성물
C08L-029,단일 알켄 함유 알코올 유도체 종결 불포화 지방족 호모중합체 조성물
C08L-003,전분/아밀로오스/아밀로펙틴 조성물
C08L-031,단일 알켄 함유 카르복실산 유도체 종결 불포화 지방족 호모중합체 조성물
C08L-033,단일 알켄 함유 카르복실기 종결 니트릴/아미드/이미드 호모중합체 조성물
C08L-035,복수 카르복실기 함유 호모중합체 조성물
C08L-037,산소 헤테로 고리 종결 호모중합체 조성물
C08L-039,질소 화합물 종결 호모중합체 조성물
C08L-041,황 화합물 종결 호모중합체 조성물
C08L-043,15족/16족 함유 화합물 호모중합체 조성물
C08L-045,곁사슬 불포화 지방족기 미함유 및 알켄 함유 화합물 호모중합체 조성물
C08L-047,복수 알켄 함유 화합물 호모중합체 조성물
C08L-049,알카인 함유 화합물 호모중합체 조성물
C08L-005,기타 다당류 조성물
C08L-051,탄소-탄소 불포화 결합 관여 반응 기반 그래프트 고분자 조성물
C08L-053,탄소-탄소 불포화 결합 관여 반응 기반 고분자 서열 함유 블록 공중합체 조성물
C08L-055,기타 탄소-탄소 불포화 결합 관여 중합 반응 기반 호모중합체 조성물
C08L-057,탄소-탄소 불포화 결합 관여 반응 기반 불특정 고분자 조성물
C08L-059,폴리아세탈 조성물
C08L-061,알데히드/케톤 축합 고분자 조성물
C08L-063,에폭시 수지 조성물
C08L-065,탄소-탄소 결합 형성 반응 기반 고분자 조성물
C08L-067,카르복실산에스테르 결합 형성 반응 기반 폴리에스테르 조성물
C08L-069,다중 탄산염 조성물
C08L-007,천연 고무 조성물
C08L-071,에테르 결합 형성 반응 기반 폴리에테르 조성물
C08L-073,기타 산소 및 탄소 함유 결합 형성 반응 기반 고분자 조성물
C08L-075,폴리우레아 조성물
C08L-077,카르복실산아미드 결합 형성 반응 기반 폴리아미드 조성물
C08L-079,질소 함유 결합 형성 반응 기반 고분자 조성물
C08L-081,폴리술폰 조성물
C08L-083,규소 포함 결합 형성 반응 기반 고분자 조성물
C08L-085,규소/황/질소/산소/탄소 외 원자 포함 결합 형성 반응 기반 고분자 조성물
C08L-087,불포화 탄소-탄소 결합 관여 중합 반응 외 반응 기반 불특정 고분자 조성물
C08L-089,단백질 조성물
C08L-009,콘쥬게이트 디엔 탄화수소 호모중합체 조성물
C08L-091,오일/지방/왁스 조성물
C08L-093,천연수지 조성물
C08L-095,역청질 물질 
C08L-097,리그린 함유 재료 조성물
C08L-099,기타 천연 고분자 조성물
C09B-001,비축합 안트라센핵 함유 염료
C09B-011,디아릴/트리아릴메탄 염료
C09B-013,옥시케톤 염료
C09B-015,아크리딘 염료
C09B-017,아진 염료
C09B-019,옥시진 염료
C09B-021,티아진 염료
C09B-023,메틴/폴리메틴 염료
C09B-025,퀴노프탈론
C09B-026,히드라존/트리아젠 염료
C09B-027,디아조화 및 커플링 외 방법 기반 아조기 형성 아조 염료
C09B-029,디아조화 및 커플링 기반 모노아조 염료
C09B-003,축합 안트라센핵 포함 염료
C09B-031,디아조화 및 A→B→C 커플링 기반 디스아조/폴리아조 염료
C09B-033,디아조화 및 A→K←B 커플링 기반 디스아조/폴리아조 염료
C09B-035,디아조화 및 A←D→B 커플링 기반 디스아조 및 폴리아조 염료
C09B-037,디아조화 아민 자기 커플링 기반 아조 염료
C09B-039,디아조화 및 커플링 기반 타 아조 염료
C09B-041,커플링 반응용 특수 방법
C09B-043,타 아조 화합물 기반 아조 염료 제조
C09B-044,오늄기 함유 아조 염료
C09B-045,아조 염료 금속 착체 화합물
C09B-046,기타 아조 염료
C09B-047,포르핀 아자포르핀
C09B-048,퀸아크리돈
C09B-049,황 염료
C09B-005,헤테로 고리 축합 안트라센핵 포함 염료
C09B-050,포르마잔 염료/테트라졸륨 염료
C09B-051,니트로 및 니트로소 염료
C09B-053,퀴논이미드
C09B-055,아조메틴 염료
C09B-056,타 발색계 함유 아조 염료
C09B-057,기타 합성 염료
C09B-059,구조 미지 인조 염료
C09B-006,미분류 안트라센 염료
C09B-061,천연물 기반 천연 염료
C09B-062,반응성 염료
C09B-063,레이크
C09B-065,매염제 포함 조성물
C09B-067,화학적 방법 미의존 염료 
C09B-069,기타 염료
C09B-007,인디고이드 염료
C09B-009,배트 염료 루코 화합물 에스테르
C09C-001,개량용 무기 물질 처리 
C09C-003,개량용 무기 물질 처리 일반
C09D-001,무기 물질 기재 피복 조성물
C09D-010,수정액
C09D-101,셀룰로오스 기재 피복 조성물
C09D-103,저장 다당류 기재 피복 조성물
C09D-105,기타 다당류 피복 조성물
C09D-107,천연 고무 기재 피복 조성물
C09D-109,콘쥬게이트 디엔 폴리머 피복 조성물
C09D-011,잉크
C09D-111,균일 클로로프렌 피복 조성물
C09D-113,카르복실기 함유 고무 피복 조성물
C09D-115,고무 유도체 피복 조성물
C09D-117,재생 고무 피복 조성물
C09D-119,기타 고무 피복 조성물
C09D-121,비특정 고무 피복 조성물
C09D-123,단일 탄소 결합 피복 조성물
C09D-125,방향족 탄소 고리 포함 피복 조성물
C09D-127,할로겐 포함 피복 조성물
C09D-129,알코올 포함 피복 조성물
C09D-013,연필심/크레용/백묵 조성물
C09D-131,카르복실산 포함 피복 조성물
C09D-133,카르복실기 포함 피복 조성물
C09D-135,다카르복실기 포함 피복 조성물
C09D-137,헤테로 고리 포함 피복 조성물
C09D-139,질소 포함 피복 조성물
C09D-141,탄소 결합 및 황 함유 피복 조성물 
C09D-143,탄소 결합 및 기타 원소 포함 피복 조성물
C09D-145,비불포화 지방족 피복 조성물
C09D-147,불포화 지방족 및 탄소 결합 포함 피복 조성물
C09D-149,그래프트 포함 피복 조성물
C09D-015,목재스테인
C09D-151,그래프트 기반 탄소 결합 포함 피복 조성물
C09D-153,블록 탄소 결합 포함 피복 조성물
C09D-155,기타 탄소 결합 포함 피복 조성물
C09D-157,불포화 탄소 결합 포함 피복 조성물
C09D-159,폴리아세탈 기반 피복 조성물
C09D-161,알데히드/케톤 축합 고분자 기반 피복 조성물
C09D-163,에폭시 수지 기반 피복 조성물
C09D-165,주사슬 탄소 결합 화합물 기반 피복 조성물
C09D-167,주사슬 카르복실산에스테르 화합물 기반 피복 조성물
C09D-169,다중 탄산염 기반 피복 조성물
C09D-017,안료 페이스트
C09D-171,에테르 결합 폴리에테르 기반 피복 조성물
C09D-173,주사슬 산소 결합 고분자 포함 피복 조성물 
C09D-175,폴리우레아/폴리우레탄 기반 피복 조성물
C09D-177,폴리아미드 기반 피복 조성물
C09D-179,질소 결합 고분자 기반 피복 조성물
C09D-181,황 결합 고분자 기반 피복 조성물
C09D-183,규소 결합 고분자 기반 피복 조성물
C09D-185,주사슬 기타 원자 결합 고분자 기반 피복 조성물
C09D-187,불특정 탄소 결합 고분자 화합물 기반 피복 조성물
C09D-189,단백질 화합물 기반 피복 조성물
C09D-191,오일 기반 피복 조성물
C09D-193,천연 수지 기반 피복 조성물
C09D-195,역청질 물질 기반 피복 조성물
C09D-197,리그닌 물질 기반 피복 조성물
C09D-199,기타 천연 고분자 화합물 기반 피복 조성물
C09D-201,불특정 고분자 화합물 기반 피복 조성물
C09D-004,유기 비고분자 화합물 포함 피복 조성물
C09D-005,물리적 효과 활용 피복 조성물
C09D-007,기타 효과 활용 피복 조성물
C09D-009,화학 페인트 및 잉크 제거제
C09F-001,천연 수지
C09F-011,프랑스 니스 제조
C09F-003,테레빈 정제 채취
C09F-005,건성유 채취
C09F-007,건성유 화학적 변성
C09F-009,드라이어용 화합물
C09G-001,광택제 조성물
C09G-003,스키왁스
C09H-001,아교 제조용 콜라겐 물질 전처리
C09H-003,아교/젤라틴 분리
C09H-005,아교/젤라틴 용액 안정화
C09H-007,비수용성 젤라틴 제조
C09H-009,아교/젤라틴 건조
C09J-001,무기 성분 기반 접착제
C09J-101,셀룰로오스 접착제
C09J-103,전분 접착제
C09J-105,기타 다당류 접착제
C09J-107,천연 고무 기반 접착제
C09J-109,콘쥬게이트 디엔 탄화수소 기반 접착제
C09J-011,접착제 특징
C09J-111,클로로프렌 기반 접착제
C09J-113,카르복실기 고무 기반 접착제
C09J-115,고무 유도체 기반 접착제
C09J-117,재생 고무 기반 접착제
C09J-119,기타 고무 기반 접착제
C09J-121,불특정 고무 기반 접착제
C09J-123,불포화 지방족 탄화수소 기반 접착제
C09J-125,탄소 고리 불포화 지방족 화합물 기반 접착제
C09J-127,할로겐 불포화 지방족 화합물 기반 접착제
C09J-129,카르복실산 유도체 제외 산소 작용기 기반 불포화 지방족 화합물 기반 접착제
C09J-131,카르복실산 유도체 기반 불포화 지방족 화합물 기반 접착제
C09J-133,니트릴 불포화 지방족 화합물 기반 접착제
C09J-135,카르복실기 함유 불포화 지방족 기반 접착제
C09J-137,헤테로 고리 불포화 지방족 화합물 기반 접착제
C09J-139,질소 함유 헤테로 고리 불포화 지방족 화합물 기반 접착제
C09J-141,황 함유 헤테로 고리 불포화 지방족 화합물 기반 접착제
C09J-143,기타 원소 및 금속 함유 화합물 기반 접착제
C09J-145,탄소 및 헤테로 고리 화합물 기반 접착제
C09J-147,불포화 지방족 화합물 기반 접착제
C09J-149,삼중 결합 화합물 기반 접착제
C09J-151,불포화 결합 반응 기반 크래프트 고분자 접착제
C09J-153,불포화 결합 블록 기반 접착제
C09J-155,기타 불포화 결합 기반 접착제
C09J-157,불포화 결합 불특정 고분자 기반 접착제
C09J-159,폴리아세탈 기반 접착제
C09J-161,알데히드/케톤 축합 고분자 접착제
C09J-163,에폭시 수지 기반 접착제
C09J-165,탄소 결합 고분자 화합물 기반 접착제
C09J-167,카르복시산에스테르 기반 폴리에스테르 접착제
C09J-169,다중 탄산염 기반 접착제
C09J-171,에테르 결합 폴리에테르 접착제
C09J-173,기타 결합 고분자 접착제
C09J-175,폴리우레아 및 폴리우레탄 기반 접착제
C09J-177,카르복시산아미드 결합 기반 폴리아미드 접착제
C09J-179,탄소 기반 기타 고분자 화합물 접착제
C09J-181,탄소 기반 황 및 질소 포함 고분자 화합물 접착제
C09J-183,탄소 기반 규소 및 황 포함 고분자 화합물 접착제
C09J-185,기타 원자 결합 기반 고분자 화합물 접착제
C09J-187,불포화 탄소결합 기반 불특정 고분자 화합물 접착제
C09J-189,단백질 기반 접착제
C09J-191,오일/지방/왁스 기반 접착제
C09J-193,천연 수지 기반 접착제
C09J-195,역청질 물질 기반 접착제
C09J-197,리그닌 물질 기반 접착제
C09J-199,기타 천연 고분자 화합물 기반 접착제
C09J-201,불특정 고분자 화합물 기반 접착제
C09J-004,유기 비고분자 화합물 기반 접착제
C09J-005,접착 방법
C09J-007,필름 및 박 기반 접착제
C09J-009,물리적 효과 포함 접착제
C09K-101,농업용 물질
C09K-103,토목 기술용 물질
C09K-105,침식 방지용 물질
C09K-107,침투 방지용 물질
C09K-109,PH 조정용 물질
C09K-011,발광성 물질
C09K-013,표면 처리용 물질
C09K-015,항산화제 조성물
C09K-017,토양 조절/안정용 물질
C09K-019,액정 물질
C09K-021,방화 물질
C09K-023,유화제/습윤제/분산제/거품 발생제용 물질
C09K-003,기타 물질
C09K-005,열 전달 물질
C09K-008,착정/갱정용 조성물
C09K-009,테네브레스센트 물질
C10B-001,탄소 물질 증류기
C10B-011,경사실 포함 코크스로
C10B-013,기계적 압력 기반 원료 운반/유지 코크스로
C10B-015,기타 코크스로
C10B-017,코크스로 예열
C10B-019,전기적 수단 기반 코크스로 가열
C10B-021,연소성 가스 기반 코크스로 가열
C10B-023,코크스로 기타 가열법
C10B-025,코크스로 밀폐 장치
C10B-027,증류 가스 회수 장치
C10B-029,코크스로 기타 사항
C10B-003,수직실 포함 코크스로
C10B-031,코크스로 투입 장치
C10B-033,코크스로 배출 장치 및 코크스 안내장치
C10B-035,코크스로 투입/배출 조합 장치
C10B-037,노 내 석탄 투입 기계적 처리
C10B-039,코크스 냉각/소화
C10B-041,코크스용 안전 장치
C10B-043,고착물 방지/제거
C10B-045,코크스 기타 사항
C10B-047,간접 가열 기반 탄소 분해증류
C10B-049,열운반체 기반 직접 가열 분해증류
C10B-005,수평실 포함 코크스로
C10B-051,직접/간접 가열 조합 탄소 분해증류
C10B-053,특수 고체 원료 적용 분해증류
C10B-055,혼합물 및 고체 탄소 물질 사용 코크스화
C10B-057,기타 탄화/코크스화 방법
C10B-007,기계적 수단 기반 원료 송입 코크스로
C10B-009,비하이브 오븐
C10C-001,타르 처리
C10C-003,피치/아프팔트/역청 처리
C10C-005,목초산 제조
C10F-005,이탄 건조/탈수
C10F-007,이탄 처리
C10G-001,탄화수소유 혼합물 제조
C10G-011,탄화수소유 수소 외 촉매 분해 증류
C10G-015,탄화수소유 전기적/방사/아크기반 분해
C10G-017,탄화수소유 산 기반 정제
C10G-019,탄화수소유 알칼리 기반 정제
C10G-002,탄화수소유 탄소 산화물 기반 제조
C10G-021,탄화수소유 추출용 용제 기반 정제
C10G-025,탄화수소유 고체 수착제 기반 정제
C10G-027,탄화수소유 산화 기반 정제
C10G-029,탄화수소유 기타 화학품 기반 정제
C10G-003,탄화수소유 산소 함유 유기 원료 기반 제조
C10G-031,탄화수소유 기타 방법 기반 정제
C10G-032,탄화수소유 전기적/자기적/조사/미생물 방법 기반 정제
C10G-033,탄화수소유 탈수/해유화
C10G-035,나프타 개질
C10G-045,탄화수소유 수소 기반 정제
C10G-047,탄화수소유 수소 기반 분해 증류
C10G-049,탄화수소유 수소 기반 처리
C10G-005,탄화수소유 가스 기반 회수
C10G-050,탄화수소유 저 탄소수 탄화수소 기반 제조
C10G-051,탄화수소유 다분해 증류 공정 기반 처리
C10G-053,탄화수소유 다정제 공정 기반 처리
C10G-055,탄화수소유 정제 및 분해 증류 공정 기반 처리 
C10G-057,탄화수소유 분해 증류 공정 기반 처리
C10G-059,탄화수소유 개질 공정 및 나프타 처리 기반 처리
C10G-061,개질 및 정제 공정 기반 나프타 처리
C10G-063,개질 및 변환 공정 기반 나프타 처리
C10G-065,탄화수소유 다수소화 공정 기반 처리
C10G-067,탄화수소유 수소화 및 정제 공정 기반 처리
C10G-069,탄화수소유 수소화 및 변환 공정 기반 처리
C10G-007,탄화수소유 증류
C10G-070,가스상 혼합물 처리
C10G-071,기타 윤활 개선용 탄화수소유 처리
C10G-073,광물납 회수 및 정제
C10G-075,탄화수소유 변환/처리 장치 오염/부식 억제
C10G-009,탄화수소유 비촉매성 열분해
C10G-099,기타 탄화수소유의 분해/증류
C10H-001,아세틸렌 기체 발생기
C10H-011,수중 탄화칼슘 사용 아세틸렌 기체 발생기
C10H-013,침지/적하 기반 아세틸렌 기체 발생기
C10H-015,탄산칼슘 공급기 및 압력 기반 아세틸렌 기체 발생기
C10H-017,고압 아세틸렌 기체 발생기
C10H-019,기타 아세틸렌 기체 발생기
C10H-021,아세틸렌 발생기 설비/특징
C10H-003,자동 급수 조절 장치 포함 아세틸렌 기체 발생기
C10H-005,용기 기반 자동 급수 조절 포함 아세틸렌 기체 발생기 
C10H-007,킵프 급수기 기반 아세틸렌 기체 발생기
C10H-009,고정 탄화칼슘 바구니 포함 아세틸렌 기체 발생기
C10J-001,기체-탄소 화합 기반 연료 가스 제조
C10J-003,부분 산화법 기반 가스 제조
C10K-001,일산화탄소 가연성 기체 정제
C10K-003,일산화탄소 화학 조성 변성 기반 연료 제조
C10L-001,액체 탄소질 연료
C10L-010,연료/화염 첨가제
C10L-011,착화제
C10L-003,가스상 연료
C10L-005,고체 연료
C10L-007,액체 연료 고체화 연료
C10L-008,기타 연료
C10L-009,고체 연료 연소 처리
C10M-101,유분 기반 윤활 조성물
C10M-103,무기 재료 기반 윤활 조성물
C10M-105,비고분자 화합물 기반 윤활 조성물
C10M-107,고분자 화합물 기반 윤활 조성물
C10M-109,기타 화합물 기반 윤활 조성물
C10M-111,혼합물 기반 윤활 조성물
C10M-113,무기 물질 증점제 기반 윤활 조성물
C10M-115,카르복실산-비고분자 유기 화합물 증점제 기반 윤활 조성물
C10M-117,카르복실산 증점제 기반 윤활 조성물
C10M-119,고분자 화합물 증점제 기반 윤활 조성물
C10M-121,기타 화합물 증점제 기반 윤활 조성물
C10M-123,혼합물 증점제 기반 윤활 조성물
C10M-125,무기 물질 첨가제 기반 윤활 조성물
C10M-127,비고분자 탄화수소 첨가제 기반 윤활 조성물
C10M-129,산소 포함 비고분자 유기 화합물 첨가제 기반 윤활 조성물
C10M-131,할로겐 포함 비고분자 유기 화합물 첨가제 기반 윤활 조성물
C10M-133,질소 포함 비고분자 유기 화합물 첨가제 기반 윤활 조성물
C10M-135,황/셀레늄/텔루르 포함 비고분자 유기 화합물 첨가제 기반 윤활 조성물
C10M-137,인 포함 비고분자 유기 화합물 첨가제 기반 윤활 조성물
C10M-139,기타 원소 포함 비고분자 유기 화합물 첨가제 기반 윤활 조성물
C10M-141,혼합물 첨가제 기반 윤활 조성물
C10M-143,고분자 탄화수소 첨가제 기반 윤활 조성물
C10M-145,산소 포함 고분자 화합물 첨가제 기반 윤활 조성물
C10M-147,할로겐 포함 고분자 첨가제 기반 윤활 조성물
C10M-149,질소 포함 고분자 첨가제 기반 윤활 조성물
C10M-151,황/셀레늄/텔루르 포함 고분자 화합물 첨가제 기반 윤활 조성물
C10M-153,인 포함 비고분자 유기 화합물 첨가제 기반 윤활 조성물
C10M-155,기타 원소 포함 고분자 화합물 첨가제 기반 윤활 조성물
C10M-157,고분자 혼합물 첨가제 기반 윤활 조성물
C10M-159,불명확 화합물 첨가제 기반 윤활 조성물
C10M-161,고분자-비고분자 화합물 첨가제 기반 윤활 조성물
C10M-163,불명확 화합물-비고분자 화합물 첨가제 기반 윤활 조성물
C10M-165,고분자 화합물-불명확 화합물 첨가제 기반 윤활 조성물 
C10M-167,고분자-비고분자-불명확 화합물 첨가제 기반 윤활 조성물
C10M-169,다유형 혼합물 기반 윤활 조성물
C10M-171,특정 물리적 성질 윤활 조성물
C10M-173,다량 수분 함유 윤활 조성물
C10M-175,윤활제 재생 기반 유용물
C10M-177,윤활 조성물 특이 조제 방법
C10N-010,윤활 조성물 내 금속
C10N-020,윤활 조성물 물리적 성질
C10N-030,윤활 조성물 기반 첨가제
C10N-040,윤활 조성물 특정 사용/응용
C10N-050,윤활제 형태
C10N-060,윤활 조성물 화학적 후처리
C10N-070,윤활 조성물 특이 조제 방법
C10N-080,윤활 재료 특수 전처리
C11B-001,원료 유래 지방 제조
C11B-011,지방성 물질 회수
C11B-013,폐기물 유래 지방 회수
C11B-015,물리 공정 방식 지방 고체화
C11B-003,지방 정제
C11B-005,첨가제 사용 보존
C11B-007,지방 혼합물 분리
C11B-009,정유/향료
C11C-001,지방/지방유/왁스 유래 지방산 제조
C11C-003,지방 화학 변성
C11C-005,양초
C11D-001,계면 활성제 기초 세정제
C11D-010,기타 세제 조성물
C11D-011,세정제 혼합물 제조방법
C11D-013,일반 비누 제조/장치
C11D-015,나프텐산 유도 수지비누
C11D-017,특이 비누
C11D-019,비누화액 유래 글리세롤 회수
C11D-003,기타 세제 조성 배합 성분
C11D-007,비표면 활성제 기초 세정제 조성
C11D-009,비누 기초 세정제 조성
C12C-001,맥아 조제
C12C-011,맥주 발효 공정
C12C-012,특수 맥주 공정
C12C-013,기타 양조 장치
C12C-003,호프 처리
C12C-005,기타 맥주제조 원료
C12C-007,맥아즙 조제
C12F-003,발효 용액 부산물 회수
C12F-005,변성 알코올 조제
C12G-001,포도주 조제
C12G-003,기타 알코올 음료 제조
C12H-001,알코올 음료 살균/보존/정제
C12H-003,무/저알코올 음료 획득용 알코올 음료 알코올 제거
C12H-006,발효액 알코올 함량 증가 방법
C12J-001,식초 제조/정제
C12L-011,저장실 도구
C12L-003,원료 투입/회수 장치
C12L-009,통기장치
C12M-001,효소학/미생물학용 장치
C12M-003,조직/세포/바이러스 배양장치
C12N-001,미생물 공정
C12N-011,담체결합 미생물/효소 조제
C12N-013,전기/파동 이용 미생물/효소 처리
C12N-015,유전공학
C12N-003,포자 형성/분리 방법
C12N-005,미분화세포 배양
C12N-007,바이러스 공정
C12N-009,효소 공정
C12P-001,미생물/효소 사용 제조 공정
C12P-011,황 함유 유기물 제조
C12P-013,질소 함유 유기물 제조
C12P-015,3개 이상 축합 탄소환 함유 유기물 제조
C12P-017,"O,N,S,Se,Te 함유 이종환 탄소화합물 제조"
C12P-019,당류 래디컬 함유 화합물 제조
C12P-021,펩티드 제조
C12P-023,C10 이상 공액 이중결합/시클로헥산환 포함 화합물 제조
C12P-025,알록사진 포함 화합물 제조
C12P-027,지반 골격 함유 화합물 제조
C12P-029,나프타센 환계골격 함유 화합물 제조
C12P-003,이산화탄소 제외 무기물 제조
C12P-031,프로스타글란딘 제조
C12P-033,스테로이드 제조
C12P-035,5-티아-1-아자비시클로[4.2.0]옥탄환계 화합물 제조
C12P-037,4-티아-1-아자비시클로[3.2.0]헵탄환계 화합물 제조
C12P-039,동일 과정 내 이속 미생물 포함 공정
C12P-041,효소/미생물 사용 광학 이성질체 분리 공정
C12P-005,탄화수소 제조
C12P-007,산소원자 함유 유기물 제조
C12P-009,미량원소 함유 유기물 제조
C12Q-001,효소/핵산/미생물 포함 측정법
C12Q-003,미생물학적 상태응답 제어방법
C12R-001,미생물
